Date,Price
11/2/2021,1172
11/3/2021,1213.859985
11/4/2021,1229.910034
11/5/2021,1222.089966
11/8/2021,1162.939941
11/9/2021,1023.5
11/10/2021,1067.949951
11/11/2021,1063.51001
11/12/2021,1033.420044
11/15/2021,1013.390015
11/16/2021,1054.72998
11/17/2021,1089.01001
11/18/2021,1096.380005
11/19/2021,1137.060059
11/22/2021,1156.869995
11/23/2021,1109.030029
11/24/2021,1116
11/26/2021,1081.920044
11/29/2021,1136.98999
11/30/2021,1144.76001
12/1/2021,1095
12/2/2021,1084.599976
12/3/2021,1014.969971
12/6/2021,1009.01001
12/7/2021,1051.75
12/8/2021,1068.959961
12/9/2021,1003.799988
12/10/2021,1017.030029
12/13/2021,966.409973
12/14/2021,958.51001
12/15/2021,975.98999
12/16/2021,926.919983
12/17/2021,932.570007
12/20/2021,899.940002
12/21/2021,938.530029
12/22/2021,1008.869995
12/23/2021,1067
12/27/2021,1093.939941
12/28/2021,1088.469971
12/29/2021,1086.189941
12/30/2021,1070.339966
12/31/2021,1056.780029
1/3/2022,1199.780029
1/4/2022,1149.589966
1/5/2022,1088.119995
1/6/2022,1064.699951
1/7/2022,1026.959961
1/10/2022,1058.119995
1/11/2022,1064.400024
1/12/2022,1106.219971
1/13/2022,1031.560059
1/14/2022,1049.609985
1/18/2022,1030.51001
1/19/2022,995.650024
1/20/2022,996.27002
1/21/2022,943.900024
1/24/2022,930
1/25/2022,918.400024
1/26/2022,937.409973
1/27/2022,829.099976
1/28/2022,846.349976
1/31/2022,936.719971
2/1/2022,931.25
2/2/2022,905.659973
2/3/2022,891.140015
2/4/2022,923.320007
2/7/2022,907.340027
2/8/2022,922
2/9/2022,932
2/10/2022,904.549988
2/11/2022,860
2/14/2022,875.76001
2/15/2022,922.429993
2/16/2022,923.390015
2/17/2022,876.349976
